0,0
1,673
2,689
3,706
4,723
5,740
6,757
7,775
8,793
9,811
10,829
11,847
12,1038
13,1238
14,1445
15,1659
16,1882
17,2113
18,2353
19,2601
20,2857
21,3122
22,3395
23,3678
24,3969
25,4270
26,4580
27,4899
28,5228
29,5566
30,5915
31,6272
32,6640
33,7018
34,7407
35,7805
36,8214
37,8633
38,9064
39,9505
40,9956
41,10419
42,10893
43,11379
44,11876
45,12384
46,12904
47,13435
48,13979
49,14535
50,15102
51,15682
52,16274
53,16879
54,17497
55,18127
56,18770
57,19425
58,20094
59,20776
60,21472
61,22181
62,22903
63,23640
64,24390
65,25153
66,25931
67,26723
68,27530
69,28351
70,29186
71,30036
72,30900
73,31780
74,32675
75,33584
76,34509
77,35449
78,36405
79,37377
80,38364
81,39367
82,40385
83,41420
84,42472
85,43539
86,44623
87,45723
88,46841
89,47975
90,49125
91,50293
92,51478
93,52681
94,53901
95,55138
96,56393
97,57665
98,58956
99,60265
100,61591
101,62936
102,64299
103,65681
104,67082
105,68501
106,69939
107,71395
108,72871
109,74367
110,75881
111,77415
112,78968
113,80542
114,82134
115,83747
116,85380
117,87033
118,88707
119,90400
120,92115
121,93850
122,95605
123,97382
124,99179
125,100998
126,102838
127,104699
128,106582
129,108486
130,110413
131,112360
132,114330
133,116322
134,118337
135,120373
136,122432
137,124513
138,126618
139,128744
140,130894
141,133067
142,135263
143,137483
144,139725
145,141992
146,144282
147,146595
148,148933
149,151295
150,153680
151,156090
152,158524
153,160983
154,163466
155,165975
156,168507
157,171065
158,173648
159,176257
160,178890
161,181549
162,184233
163,186944
164,189679
165,192441
166,195299
167,198043
168,200884
169,203750
170,206644
171,209564
172,212510
173,215484
174,218485
175,221512
176,224567
177,227649
178,230759
179,233896
180,237062
181,240254
182,243475
183,246724
184,250002
185,253307
186,256641
187,260003
188,263395
189,266815
190,270263
191,273741
192,277248
193,280785
194,284350
195,287946
196,291571
197,295225
198,298910
199,302625
200,306369
201,310144
202,313949
203,317785
204,321651
205,325549
206,329476
207,333435
208,337425
209,341447
210,345499
211,349583
212,353698
213,357846
214,362025
215,366235
216,370478
217,374753
218,379061
219,383400
220,387773
221,392178
222,396615
223,401086
224,405589
225,410126
226,414696
227,419299
228,423936
229,428607
230,433311
231,438049
232,442820
233,447626
234,452467
235,457341
236,462250
237,467193
238,472172
239,477185
240,482232
241,487315
242,492433
243,497587
244,502775
245,508000
246,513206
247,518555
248,523887
249,529254
250,534658
251,540098
252,545574
253,551087
254,556636
255,562223
256,567846
257,573505
258,579202
259,584937
260,590708
261,596517
262,602363
263,608248
264,614170
265,620129
266,626127
267,632163
268,638238
269,644351
270,650502
271,656692
272,662920
273,669188
274,675494
275,681840
276,688225
277,694649
278,701113
279,707616
280,714160
281,720743
282,727365
283,734028
284,740732
285,747475
286,754259
287,761083
288,767949
289,774855
290,781801
291,788789
292,795818
293,802889
294,810000
295,817154
296,824349
297,831585
298,838864
299,846184
300,853547
301,860952
302,868399
303,875889
304,883421
305,890997
306,898615
307,906275
308,913979
309,921727
310,929517
311,937351
312,945228
313,953150
314,961115
315,969123
316,977176
317,985273
318,993415
319,1001600
320,1009831
321,1018106
322,1026425
323,1034790
324,1043199
325,1051654
326,1060154
327,1068699
328,1077290
329,1085926
330,1094609
331,1103336
332,1112110
333,1120930
334,1129797
335,1138709
336,1147668
337,1156673
338,1165726
339,1174825
340,1183970
341,1193163
342,1202403
343,1211691
344,1221026
345,1230408
346,1239838
347,1249315
348,1258841
349,1268414
350,1278036
351,1287706
352,1297424
353,1307191
354,1317006
355,1326871
356,1336783
357,1346745
358,1356756
359,1366817
360,1376926
361,1387085
362,1397293
363,1407552
364,1417860
365,1428217
366,1438625
367,1449083
368,1459592
369,1470151
370,1480760
371,1491420
372,1502130
373,1512892
374,1523704
375,1534568
376,1545483
377,1556449
378,1567467
379,1578536
380,1589658
381,1600830
382,1612055
383,1623332
384,1634662
385,1646043
386,1657477
387,1668963
388,1680503
389,1692095
390,1703739
391,1715437
392,1727188
393,1738993
394,1750851
395,1762762
396,1774727
397,1786745
398,1798818
399,1810944
400,1823125
401,1835360
402,1847649
403,1859993
404,1872391
405,1884845
406,1897352
407,1909915
408,1922533
409,1935207
410,1947935
411,1960719
412,1973558
413,1986454
414,1999405
415,2012412
416,2025474
417,2038594
418,2051769
419,2065001
420,2078289
421,2091634
422,2105036
423,2118494
424,2132010
425,2145582
426,2159212
427,2172900
428,2186644
429,2200447
430,2214307
431,2228225
432,2242201
433,2256234
434,2270327
435,2284477
436,2298686
437,2312953
438,2327280
439,2341665
440,2356109
441,2370611
442,2385174
443,2399795
444,2414476
445,2429216
446,2444016
447,2458876
448,2473795
449,2488775
450,2503814
451,2518914
452,2534075
453,2549295
454,2564577
455,2579919
456,2595322
457,2610786
458,2626310
459,2641897
460,2657544
461,2673253
462,2689023
463,2704856
464,2720750
465,2736706
466,2752723
467,2768804
468,2784946
469,2801151
470,2817418
471,2833748
472,2850141
473,2866596
474,2883115
475,2899696
476,2916341
477,2933050
478,2949821
479,2966657
480,2983556
481,3000519
482,3017546
483,3034636
484,3051792
485,3069011
486,3086295
487,3103643
488,3121057
489,3138535
490,3156078
491,3173685
492,3191359
493,3209097
494,3226901
495,3244770
496,3262705
497,3280705
498,3298772
499,3316905
500,3335103
